4.270759008493255626e-01,7.900368858734239108e-01,9.172458157980237781e-01,5.754211204065087237e-01,4.469278577196955093e-01
6.982247022292564775e-02,2.136417506955963219e-01,8.996645960914586571e-01,9.187444642506976678e-01,4.952810312217849065e-01
5.880795686959428004e-02,3.322461339420046400e-04,8.968268249067494757e-01,9.927761960313868927e-01,5.120915993510067876e-01
8.365584234535762276e-01,2.160752843840907378e-01,9.914425582939300208e-01,2.977785683138701733e-01,5.179384929183924458e-01
8.142948882769043273e-01,9.718843232600949955e-01,3.055593479874563201e-02,5.210090577874549878e-01,7.252764961157698309e-01
9.821158867353431132e-01,9.010242432675740210e-01,4.499206558179347226e-02,9.441541316076429435e-02,7.979784250869819129e-01
8.418573174274384119e-01,2.413380433918866919e-01,8.004800158152368672e-01,5.154422834110695684e-01,5.420535767770909841e-01
9.177368374690390018e-01,5.656237443404138476e-01,8.929854871322698839e-01,3.609100563784510829e-01,4.874517685908131837e-01
5.500577611492356578e-01,8.834532127836290938e-01,2.408867183520702060e-01,2.160888614774369998e-01,7.407298512392291867e-01
4.923080130735535409e-02,4.931182373127742657e-01,7.775907379379620732e-02,4.997490765053915762e-01,8.402088461479590986e-01
4.617662184292885552e-01,3.043761778508047300e-01,4.614133526496382309e-01,2.775166758010120249e-01,7.344908639309805087e-01
5.144617786579873675e-01,4.979018147261498051e-01,8.818175491697120005e-01,3.505244633179167568e-01,5.358672386730904957e-01
4.758582893474572195e-02,3.961799152618037390e-01,5.544634696052298528e-01,7.842160676882897752e-01,6.243974016381791392e-01
5.073076790362086586e-01,5.365978962337245584e-01,5.784859845928441713e-01,1.855865600206485500e-01,6.739079588458072312e-01
2.165657740388340358e-01,4.807763739985446705e-01,7.145994858950910356e-01,1.544901350715772725e-01,6.615562582624162635e-01
5.458257592512990586e-01,3.588982363536844522e-01,2.262563766784042585e-01,7.888034011063416173e-03,8.580844851112933158e-01
9.209430895005114026e-01,5.611039201195594517e-01,9.076376623792939968e-01,1.592324254116270765e-01,5.212494774019331700e-01
2.461640982741909456e-01,6.095473255207808361e-01,8.405007877725234611e-02,7.111907715648090322e-01,7.651740199013663535e-01
7.373351814249162750e-01,6.983509239420643278e-01,5.151916714285664778e-02,1.024059527350706933e-01,8.417974957655439683e-01
3.527562272116480102e-01,6.861805778203786677e-01,4.771394580712421396e-01,5.217710926327683296e-01,6.385722686351660293e-01
2.605776016398618777e-01,2.893322756596802270e-01,5.681895026179695218e-01,7.870831101912112437e-01,6.159305127660243961e-01
1.924698653817196181e-01,6.011430256178721399e-01,2.128600148115064039e-01,5.809406321000595286e-01,7.486527741967059502e-01
3.935079420980711618e-01,7.807732465777251774e-01,1.041013115257851673e-01,7.243460299942904301e-01,7.198467843376873398e-01
3.532035835893747588e-01,4.494380891997331595e-01,9.009699957710664009e-01,9.571909982462837307e-01,4.319728699764729396e-01
7.559402576755198666e-01,2.976541147375031393e-01,8.188243952410189097e-01,7.874843613249022933e-01,4.823591249387631508e-01
